10010	0
10020	0
10030	0
20030	0
20040	0
30060	0
30070	0
40090	0
50100	0
50110	0
60000	0
70140	0
70150	0
80160	0
80170	0
90190	0
110230	0
120240	0
120250	0
120260	0
130270	0
140280	0
140290	0
140300	0
150310	0
160320	0
160330	0
160340	0
160360	0
170350	0
170370	0
180360	0
180380	0
180400	0
190390	0
190400	0
190410	0
200400	0
200420	0
200430	0
200440	0
200460	0
200480	0
210450	0
220460	0
220470	0
220480	0
220490	0
220500	0
240500	0
240520	0
240530	0
240540	0
250550	0
260540	0
260560	0
260570	0
260580	0
270580	0
270590	0
280580	0
280590	0
280600	0
280610	0
280620	0
280640	0
290630	0
290650	0
310690	0
310710	0
320700	0
320720	0
320730	0
320740	0
320760	0
330750	0
340740	0
340760	0
340770	0
340780	0
340790	0
340800	0
340820	0
350790	0
350810	0
360780	0
360800	0
360820	0
360830	0
360840	0
360850	0
360860	0
370850	0
370860	0
370870	0
380840	0
380860	0
380870	0
380880	0
380890	0
380900	0
390890	0
390900	0
390910	0
400900	0
400910	0
400920	0
400930	0
400940	0
400950	0
400960	0
410930	0
410940	0
410950	0
420920	0
420940	0
420950	0
420960	0
420970	0
420980	0
420990	0
421000	0
430990	0
440960	0
440980	0
440990	0
441000	0
441010	0
441020	0
441030	0
441040	0
441050	0
451030	0
451050	0
461020	0
461040	0
461050	0
461060	0
461070	0
461080	0
461100	0
471070	0
471090	0
471110	0
481060	0
481080	0
481100	0
481110	0
481120	0
481130	0
481140	0
481150	0
481160	0
491130	0
491150	0
501120	0
501140	0
501150	0
501160	0
501170	0
501180	0
501190	0
501200	0
501220	0
501230	0
501240	0
501250	0
501260	0
511210	0
511230	0
511240	0
511250	0
511260	0
521200	0
521220	0
521230	0
521240	0
521250	0
521260	0
521270	0
521280	0
521290	0
521300	0
521320	0
531270	0
531290	0
531300	0
531310	0
531350	0
541240	0
541260	0
541280	0
541290	0
541300	0
541310	0
541320	0
541330	0
541340	0
541350	0
541360	0
551330	0
551340	0
551350	0
551360	0
551370	0
561340	0
561350	0
561360	0
561370	0
561380	0
561400	0
571390	0
571400	0
581400	0
581410	0
581420	0
581430	0
581440	0
591410	0
591420	0
591430	0
601420	0
601430	0
601440	0
601450	0
601460	0
601470	0
601480	0
601500	0
611470	0
611480	0
611490	0
611510	0
621440	0
621470	0
621480	0
621490	0
621500	0
621510	0
621520	0
621530	0
621540	0
631510	0
631520	0
631530	0
631540	0
631550	0
631560	0
631570	0
641520	0
641540	0
641550	0
641560	0
641570	0
641580	0
641600	0
651590	0
651600	0
661560	0
661580	0
661600	0
661610	0
661620	0
661630	0
661640	0
671650	0
671660	0
681620	0
681640	0
681660	0
681670	0
681680	0
681700	0
711750	0
711760	0
721740	0
721760	0
721770	0
721780	0
721790	0
721800	0
731810	0
741820	0
741830	0
741840	0
741860	0
751850	0
751870	0
771910	0
771930	0
791970	0
801960	0
801980	0
801990	0
802000	0
802010	0
802020	0
802040	0
822040	0
822060	0
822070	0
822080	0
832090	0
882230	0
882240	0
882250	0
882260	0
892250	0
892270	0
902270	0
902280	0
902290	0
902300	0
902320	1000000
902330	0
902340	0
912310	0
912320	0
912330	0
922320	0
922330	0
922340	0
922350	0
922360	0
922370	0
922380	0
922390	0
922400	0
932350	0
932360	0
932370	0
932380	0
932390	0
942360	0
942370	0
942380	0
942390	0
942400	0
942410	0
942420	0
942430	0
942440	0
942460	0
952410	0
952420	0
952430	0
952440	0
962410	0
962420	0
962430	0
962440	0
962450	0
962460	0
962470	0
962480	0
972490	0
982490	0
982500	0
982510	0
982520	0
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
